productid,rate,cmt,username
626fc74a92862a00110009dd,5,Good product,Prayagraj
626fc74a92862a00110009de,5,After 7 days of usage i Will recommend this product to all for study purpose. The seller is good .I buyed from TBL online,Bilaspur
626fc74a92862a00110009de,5,Worthy....gud one,Jalandhar
626fc74a92862a00110009e4,4,Everything is fine... Just Speaker is little bit slow... Rest everything is upto the mark... Using First Laptop Of MSI... Highly Satisfied From MSI,Bishunipur
626fc74a92862a00110009e4,4,Good,Patna
626fc74a92862a00110009e4,5,Nice laptop...,Haringhata Farm
626fc74a92862a00110009e2,4,Heating issues design good display good performance good,Chittoor District
626fc74a92862a00110009e5,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110009e8,5,Nice laptop,Ambejogai
626fc74a92862a00110009e8,5,"A1, using from 3 months no issue at all",Tikamgarh District
626fc74a92862a00110009e8,5,Best in performance,Bhimavaram
626fc74a92862a00110009ec,1,Worst experience for battery backup.,Baruipur
626fc74a92862a00110009ec,5,Worth for money:,Hassan
626fc74a92862a00110009eb,5,Go for it guys.,Chittoor District
626fc74a92862a00110009eb,3,Fake information is provided by the seller. They have wrote that bag is provided in additional features but they didn't delivered the laptop bag as they should have. I m very much disappointed with this.😡😠,Pernem
626fc74a92862a00110009eb,5,Really no product and quality like this in this price best lapi i got ever,Faridabad
626fc74a92862a00110009ef,5,Very nice laptop with good features.. Thanks flipkart for the delivery on a day before expected delivery.its  a little bit heavy one.backlit keyboard and fingerprint sensor are working very good. Thanks to electronicsbuzz seller for nice packaging.,Orai
626fc74a92862a00110009ef,5,"Asus is Taiwan made product. Loved the look, feel performance, wanted it as a replacement for my House Desktop. Amazing backup",Mumbai
626fc74a92862a00110009f5,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a00110009f9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110009fc,5,"Excellent laptop by dell, packing should be more strong and careful, faster delivery by flipkart in 2 days, laptop performance as expected, if they give Dell bag also we might feel happy for the price",Visakhapatnam
626fc74a92862a00110009fc,5,"Laptop Performance is very good. The specifications are extraordinary. It's been 15 days since the purchase of laptop, the laptop for my research in Machine learning is so helpful.lastly,  Delivery by flipkart was so prompt",Tadepalli
626fc74a92862a00110009fd,5,nice at the price range,Kannauj District
626fc74a92862a00110009fd,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000a00,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000a02,5,First day review,Guntur
626fc74a92862a0011000a02,4,Nice product ...,Bengaluru
626fc74a92862a0011000a03,5,Awesome,Namakkal
626fc74a92862a0011000a04,4,Awesome laptop but E-kart service is not proper,Mumbai
626fc74a92862a0011000a04,5,Nice performance...,Lucknow
626fc74a92862a0011000a04,5,Best laptop in this price range,Hajipur
626fc74a92862a0011000a0d,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000a0d,5,Good product,Prayagraj
626fc74a92862a0011000a0e,5,It has been 2weeks,Bengaluru
626fc74a92862a0011000a11,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a20,4,Good.,Kalyan
626fc74a92862a0011000a20,4,Awesome Look,Ramanathapuram
626fc74a92862a0011000a20,1,Battery not good.,Rajula
626fc74a92862a0011000a21,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000a21,5,Good product,Prayagraj
626fc74a92862a0011000a29,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a2d,5,nice at the price range,Kannauj District
626fc74a92862a0011000a2d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000a37,3,"I brought this product on festival sale got this one lesser than retail stores. I am happy with that, overall performance good. But battery and sometimes heating more for normal browsing as well. Don't know is this similar issues for all macbook Pro. Looks like battery backup is come maximum 3 hours. Thanks for the great product flipkart.",Bengaluru
626fc74a92862a0011000a37,5,Good quality,Chennai
626fc74a92862a0011000a37,2,Battery wasn't working out of sealed box.,Mira Bhayandar
626fc74a92862a0011000a43,1,battery performance very poor .,Kavali
626fc74a92862a0011000a41,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a48,5,Absolute killer for the budget. Totally worth the buy. There are very few laptops out there that can beat these specs and in the budget.,Gurgram
626fc74a92862a0011000a48,2,Very bad battery life is only 2 hr and very slow charging I think this model is issue,Chandigarh
626fc74a92862a0011000a48,1,"Quality control issues. Display has got 3 prominent issues: 1- Dead pixels, 2- Screen bleedings around the edges and 3- Screen switching on and off regularly/flickering. Performance seemed good. Not at all recommend at this high price.",Madurai
626fc74a92862a0011000a55,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000a59,5,nice at the price range,Kannauj District
626fc74a92862a0011000a59,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000a5a,5,Awesome display only drawback is speaker are down firing..,Bengaluru
626fc74a92862a0011000a5e,1,WiFi is frequently disconnecting,Tiruvannamalai District
626fc74a92862a0011000a5e,5,"As always Lenovo Thinkpad is best for Office use. Rugged, good speed and best keyboard.",Mumbai
626fc74a92862a0011000a62,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a6c,3,"Laptop booting and apps starting takes too long to start... frequently lagging...didnt expected this much of slow start for i3 11th gen.. and also, Poor camera...It should be better...",Chennai
626fc74a92862a0011000a6c,2,It's taking more than a hour to restart and working processor is very slow.,Bengaluru
626fc74a92862a0011000a6d,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000a70,1,Display is very bad and performance also not good it working slowly 8gb ram but also waste of that much coast so anybody don't buy this laptop.,Kavali
626fc74a92862a0011000a70,5,Aliya Super,Adichanalloor
626fc74a92862a0011000a71,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a75,5,nice at the price range,Kannauj District
626fc74a92862a0011000a75,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000a83,5,Best laptop that I had,New Delhi
626fc74a92862a0011000a85,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000a85,5,Good product,Prayagraj
626fc74a92862a0011000a89,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000a93,5,Best product!,Vindhya Nagar Ntpc Township
626fc74a92862a0011000a93,1,Worst product ever.. within one month not able power on the laptop..since I was purchased in India..now I am in Denmark..i need help to fix this..I have onsite warranty also..,Chennai
626fc74a92862a0011000a96,5,Superb look and performance. Thank you flipkart for the price.,Visakhapatnam
626fc74a92862a0011000a9b,4,I had bought this laptop for my mother. She is working and wanted something light weight so that she can carry it around in her purse or bag. This fulfills that purpose. ,Shimla
626fc74a92862a0011000a9a,1,the laptop which i received is the old model of hp pavillion (with only 2 usb ports ) .........now my money (87590)is stuck and can't return nor exchange my product ......,Mapusa
626fc74a92862a0011000a9a,5,i use this for coding thats all...,Kurnool
626fc74a92862a0011000a9a,4,Laptop is good but the speaker sound is low.,Mughalsarai
626fc74a92862a0011000a9d,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000aa5,5,nice at the price range,Kannauj District
626fc74a92862a0011000aa5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000aa1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000aa6,4,Valuable for money But Battery is Draining Fast,Hyderabad
626fc74a92862a0011000aa7,5,Nice experience,Hyderabad
626fc74a92862a0011000aae,3,I have using this laptop almost a month the battery is the worst I can say.. Battery doesn't even have for 2 hrs.. I have been using only for browsing...apart from batter rest all is good.. But without the good battery performance such a good product is not worth for money...,Bangalore Urban
626fc74a92862a0011000ab7,5,"Update: In the below review I have mentioned that the thermals of the laptop are not up to mark. After I complained about the same to Dell Service Center, they reached out and tried to resolve it as well. Long story short, they are now providing a free upgrade for free, as this is not normal behaviour. Thanks a lot for the support Alienware/Dell. I take my words back about bad thermals.",Panchkula
626fc74a92862a0011000ab8,5,"A perfect laptop for regular work like ms office,pic editing,music, watching movie and light weight too.",Noida
626fc74a92862a0011000ab8,5,Superb laptop battery life is very good,Amadalavalasa
626fc74a92862a0011000ab8,4,good,Kawardha
626fc74a92862a0011000ab9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000abb,5,Very good features,Dankuni
626fc74a92862a0011000abb,5,Good,Lucknow
626fc74a92862a0011000abb,5,Nice product,Hyderabad
626fc74a92862a0011000ac2,3,Review after 3days usage ,East Godavari District
626fc74a92862a0011000ac7,5,Very good it come with pen and finger print sensor,Bangalore
626fc74a92862a0011000acd,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000ad1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000ad6,5,THE BEST ONE.,Sundargarh
626fc74a92862a0011000ad5,5,nice at the price range,Kannauj District
626fc74a92862a0011000ad5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000ae9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000af0,5,Loved it,Hoskote
626fc74a92862a0011000af5,5,nice at the price range,Kannauj District
626fc74a92862a0011000af5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000afc,1,This is the wrost order that i have recieved from flipkart,Sardarshahar
626fc74a92862a0011000b01,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b05,5,nice at the price range,Kannauj District
626fc74a92862a0011000b02,5,The best performing gaming laptop with a beautiful slim design and premium look. RTX 3060 GPU performance is awesome 👍 If you are a gamer or a graphic designer or a video editor this suits you perfectly..,Hyderabad
626fc74a92862a0011000b05,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b02,5,Value for money.,Hyderabad
626fc74a92862a0011000b02,5,loving it,Gurugram
626fc74a92862a0011000b06,5,Good for Norma users and also heavy users ,Bidar
626fc74a92862a0011000b06,5,Liked it.,Harraiya
626fc74a92862a0011000b06,1,Charger not working after 10 days. Can't even return as return policy is over,Jamshedpur
626fc74a92862a0011000b12,5,It's a beast of a gaming laptops. The screen is amazing. No lag during games and a very smooth gaming experience overall. Nice built quality.,Ankleshwar
626fc74a92862a0011000b15,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000b15,5,Good product,Prayagraj
626fc74a92862a0011000b14,5,Very good laptop with excellent display and performance.,Gurgaon
626fc74a92862a0011000b14,5,A product which is better than Mac pro M1 in all terms.. with windows 11 it turns out superb.. OLED is outperforming Mac in all cases. Even nvidia and ryzen 9 provides the power not only for heavy duty tales but also the gaming needs.,Bangalore Urban
626fc74a92862a0011000b14,1,"Very bad product ..... Flipkart have no worry about customer satisfaction only make money....no any resolve... I m cheated here about my money....no person have shop with Flipkart.... laptoop earthing problem , design software does not work properly not supported,camera bad quality, battery very fast empety, ,here is no resolve any problems...only ganreate money....no worry customer satisfaction.....very bad shop in Flipkart",Lucknow
626fc74a92862a0011000b19,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b1d,5,nice at the price range,Kannauj District
626fc74a92862a0011000b1d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b23,5,"Awesome laptop, Especially display picture quality is wonderful, I7 process and 16 ram best for ever, reboot time jest 6 sec, worth of money and must buy, Thank u Flipkart..",Thanjavur
626fc74a92862a0011000b23,5,NICE PRODUCT,Bharuch
626fc74a92862a0011000b23,3,Buying expensive product from Flipkart is a lot risky nowadays as you don't know that how much the price will fluctuate I bought it at 90000 not is hovering around 85000 felt bad,Varanasi
626fc74a92862a0011000b31,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b35,5,nice at the price range,Kannauj District
626fc74a92862a0011000b36,4,The battery life is not greay as the Alder lake 12700H processor are performance oriented. The performance is same as my 8th gen desktop. I found this laptop really good. Would surely suggest this laptop to gamers and content creator. Nice keyboard with colour changing option from MSI software. ,Bangalore
626fc74a92862a0011000b35,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b36,5,"It was delivered with care. First time using MSI, I am quite excited and hope it’s worth the money spent. Thanks Flipkart :)",Bengaluru
626fc74a92862a0011000b3f,1,Laptop stopped working after 2 days. No replacement option in app,New Delhi
626fc74a92862a0011000b49,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b4f,5,"Very sleek , light weight, fast bootup and shutdown. Super performance, very happy with the product.",Bengaluru
626fc74a92862a0011000b4f,4,"Battery could be better but nevertheless great laptop with faaasssst M.2 NVMe SSD 512GB, sleek design and great build and with Nvidia MX150.",Hyderabad
626fc74a92862a0011000b4f,5,Battery backup is not good as promised...,Thiruvananthapuram
626fc74a92862a0011000b52,4,Ok,Motihari
626fc74a92862a0011000b52,5,Nice product,Baleshwar
626fc74a92862a0011000b56,5,Superb,Bhiwani District
626fc74a92862a0011000b55,5,nice at the price range,Kannauj District
626fc74a92862a0011000b55,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b58,5,"So far so good , 1TB SSD at this price is gold, Display and design is awesome",Bellary
626fc74a92862a0011000b61,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b5e,5,Looking awesome. I was the first person to buy it from Flipkart. I was very excited at that moment. Looking good .it only takes 5 sec to turn on after pressing power button. Display is excellent.,Peddapalle District
626fc74a92862a0011000b5f,1,Heating suddenly you start the laptop,Ganjam District
626fc74a92862a0011000b5f,4,Gooooood,Guntakal
626fc74a92862a0011000b62,5,Great deal! I bought it for 69999.,Kottayam District
626fc74a92862a0011000b62,5,Very good product,Thiruvananthapuram
626fc74a92862a0011000b64,5,Love it💯,Sathyamangalam
626fc74a92862a0011000b65,5,nice at the price range,Kannauj District
626fc74a92862a0011000b65,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b6a,1,its very bad product,Bhagalpur
626fc74a92862a0011000b72,5,Nice Looks,Bengaluru
626fc74a92862a0011000b72,4,"best laptop, but many time feels limited with connectivity since it does not have sd card and also normal usb port. if it had these both, it was unbeatable in the discount price i got it. ",New Delhi
626fc74a92862a0011000b72,5,Just amazing,Kharar
626fc74a92862a0011000b75,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000b75,5,Good product,Prayagraj
626fc74a92862a0011000b79,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b7e,5,This is absolutely a benchmarkable product for this price. ,Chennai
626fc74a92862a0011000b7e,5,This is a review after 3 months usage.,Silchar
626fc74a92862a0011000b84,5,one of the best product ... and thanks to flipkart for great service..,Yavatmal
626fc74a92862a0011000b84,5,Looks elegant. Ryzen 5 makes it boot up in secs. Video quality and screen quality is top notch.,Nagpur
626fc74a92862a0011000b91,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000b9b,4,Excellent product,Pune
626fc74a92862a0011000b9d,5,nice at the price range,Kannauj District
626fc74a92862a0011000b9d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000b9f,5,Good product,Pune District
626fc74a92862a0011000ba8,5,"This laptop is Value for money , I'm happy with performance .",Lucknow
626fc74a92862a0011000ba9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000ba6,4,"Very good performance , best for student and office purpose .",Tikamgarh
626fc74a92862a0011000bac,3,Not I expected lap have small dent it k,Chennai
626fc74a92862a0011000bac,4,Good,Jalandhar
626fc74a92862a0011000bae,5,lovely and powerful,Patna
626fc74a92862a0011000bbf,5,Good overall,Golaghat
626fc74a92862a0011000bbf,5,Perfect product. I am not a gamer but a coder. Wanted good graphics and performance. So this has come up to my expectations.,Berhampur
626fc74a92862a0011000bc1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000bb5,5,nice at the price range,Kannauj District
626fc74a92862a0011000bb5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000bd0,5,What a amazing product.,Vadodara
626fc74a92862a0011000bd0,5,Using it for professional learning and personal stuffs. Performance is amazing.,Hazaribagh
626fc74a92862a0011000bd9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000bda,5,Laptop is amazing ! With great specs in such a good design. Although speakers I found aren’t good at all. ,Pimpri Chinchwad
626fc74a92862a0011000bda,1,"Nothing impressive about this product and with a month the screen got split near the right hinge , worst purchase decision of my life. Dont think the company have any kind of quality control",Thiruvananthapuram
626fc74a92862a0011000bda,1,Sooo good on the side of Flipkart. i,Azara
626fc74a92862a0011000bed,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000bef,5,Loved the laptop being recieved from Flipkart. THANKS Lenovo for making this laptop so Kool...,Bangalore
626fc74a92862a0011000bef,5,"Awesome product with excellent display, only issue with battery which is only 4 to 5 hr with full charge. Stylus is also fine. Camera quality is average. It's value for money at this price.",Kanpur
626fc74a92862a0011000bf1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000bf5,5,nice at the price range,Kannauj District
626fc74a92862a0011000bf5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000bfe,5,Nice screen. Overall a good machine.,Ghaziabad
626fc74a92862a0011000bfe,3,Not so good...,Jamshedpur
626fc74a92862a0011000bfe,1,Waste of money 💸💰💸💸💸,Kamalapuram Karimnagar District
626fc74a92862a0011000c05,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000c05,5,Good product,Prayagraj
626fc74a92862a0011000c09,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000c0d,5,nice at the price range,Kannauj District
626fc74a92862a0011000c0d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000c0f,5,"Perfect! Lost between so many options. Finally found the right one. Been a month now, really good performance.",Bangalore
626fc74a92862a0011000c0e,5,"Great, sleek, quiet laptop",Bangalore
626fc74a92862a0011000c0e,5,Nice product,Tirupati
626fc74a92862a0011000c1c,5,i have been using this laptop from last 3 days,Fazilka
626fc74a92862a0011000c1f,5,Its a absolutely purchase.,Jajapur District
626fc74a92862a0011000c21,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000c25,5,nice at the price range,Kannauj District
626fc74a92862a0011000c25,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000c33,5,All are good and Quality product.,Sri Potti Sriramulu Nellore District
626fc74a92862a0011000c33,5,very good product loptop,Karur
626fc74a92862a0011000c33,2,"After 3 months of use, device hard disk got malfunctioned..",Cherukavu
626fc74a92862a0011000c39,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000c3c,1,The display was flashing black as soon as I installed chrome. So I returned it,Chennai
626fc74a92862a0011000c3c,5,A good buy for me. Very good performance sleek and light weight and practical. Delivery experience was smooth,Bengaluru
626fc74a92862a0011000c3c,5,Very nice Laptop and 1st charge facilities also available it's look like premium Laptop everyone go for it for professional and personal usage it's work smoothly. I am really happy with it ☺️,Kolkata
626fc74a92862a0011000c3d,5,nice at the price range,Kannauj District
626fc74a92862a0011000c3d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000c40,5,Excellent Laptop for programming,Kalamassery
626fc74a92862a0011000c40,4,"The product is good. However, the display does reflect back. The plastic is decent but is a fingerprint magnet. Good for office work.",Siliguri
626fc74a92862a0011000c4c,4,Keyboard getting  heat after using 30 to 40 min,Talegaon Dabhade
626fc74a92862a0011000c4c,5,Good product but battery life is not good,Dumka
626fc74a92862a0011000c4c,5,"It's really good and value of money , it's features are good and awesome",Markapur
626fc74a92862a0011000c4d,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000c4d,5,Good product,Prayagraj
626fc74a92862a0011000c51,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000c55,5,nice at the price range,Kannauj District
626fc74a92862a0011000c55,5,Very nice laptop best in this price,Nashik District
